INDEX,RCR,UTC DATE,UTC TIME,LOCAL DATE, LOCAL TIME,MS,VALID,LATITUDE, N/S,LONGITUDE, E/W,HEIGHT,SPEED,HEADING, DSTA, DAGE, PDOP, HDOP, VDOP, NSAT(USED/VIEW), SAT INFO (SID-ELE-AZI-SNR),DISTANCE
1, T, 2015/05/22, 11:34:36, 2015/05/22, 11:34:36,0, SPS,52.17438568, N,0.13762271, E,41.216,5.87,0,0,0,1.45,1.17,0.87,  7/10, 14-00-00-42;17-00-00-47;12-00-00-44;22-00-00-43;18-00-00-43;24-00-00-43;28-00-00-00;25-00-00-41;13-00-00-00;15-00-00-00,3766.26
